duration_minutes,likes,comments,engagement_rate,Year,Month,Day,PublishedDay_Monday,PublishedDay_Monday,PublishedDay_Saturday,PublishedDay_Saturday,PublishedDay_Sunday,PublishedDay_Sunday,PublishedDay_Thursday,PublishedDay_Thursday,PublishedDay_Tuesday,PublishedDay_Tuesday,PublishedDay_Wednesday,PublishedDay_Wednesday,PublishedDay_Monday,PublishedDay_Monday,PublishedDay_Saturday,PublishedDay_Saturday,PublishedDay_Sunday,PublishedDay_Sunday,PublishedDay_Thursday,PublishedDay_Thursday,PublishedDay_Tuesday,PublishedDay_Tuesday,PublishedDay_Wednesday,PublishedDay_Wednesday,video_type_Shorts,Actual_Views,Predicted_Views,title,publishedAt
7,4842,323.0,0.0007114325068870523,2017,11,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,205617,203273.0,5 Best Tummy Control Workout Leggings,2017-11-14
8,4277,362.0,0.0006389807162534435,2017,11,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,234571,166812.8,"New Gymshark No BS Review // Dreamy, Flex, Fit, Crop Tops",2017-11-10
12,5585,322.0,0.0008136363636363636,2017,11,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,212985,219780.0,Fashion Nova Activewear Review + Huge Giveaway *Not Sponsored*,2017-11-04
9,16364,924.0,0.002381267217630854,2017,10,31,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1530498,1216017.15,Buying $5 WISH Workout Leggings *Disaster*,2017-10-31
8,3304,216.0,0.00048484848484848484,2017,10,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,94845,101270.19,Activewear Hacks!! Make Your Leggings Last Forever,2017-10-17
10,2836,272.0,0.000428099173553719,2017,10,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,161385,142450.14,The Best Long Sleeve Workout Tops You NEED! Review/Try-on,2017-10-14
8,3934,262.0,0.0005779614325068871,2017,10,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,193446,176751.56,Husband Buys my Activewear,2017-10-10
7,2290,167.0,0.0003384297520661157,2017,10,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,56659,76569.41,Lean Legs and Booty Workout at Home // BodyBoss,2017-10-07
10,11065,3089.0,0.0019495867768595041,2017,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,375275,436246.57,Quality leggings You NEED for Under $25 // Cheap and Trendy Gym Clothes,2017-10-02
9,3514,290.0,0.0005239669421487603,2017,9,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,191904,164101.18,Top 5 Favorite Best HIGH Support Sports Bras,2017-09-27
7,3271,241.0,0.0004837465564738292,2017,9,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,136874,127218.49,Buying Amazon Activewear for my Dog,2017-09-23
7,4090,283.0,0.0006023415977961433,2017,9,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,171266,167826.75,The Most Underrated Affordable Activewear // MyProtein Review,2017-09-19
8,2493,272.0,0.0003808539944903581,2017,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100291,94762.47,Til You Collapse // Affordable Pocket Legging and Shorts Review,2017-09-15
9,4070,0.0,0.0005606060606060606,2017,9,11,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,182533,184432.07,"Cheap and Trendy Swim Favorites // High Cut, Velvet, Off the Shoulder, Knot Top",2017-09-11
10,2856,1799.0,0.0006411845730027548,2017,9,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,93662,101341.33,What’s in my Gym Bag // Ft. Teddy Blake + Giveaway,2017-09-07
7,2805,263.0,0.0004225895316804408,2017,9,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,78757,93560.13,First Time Working Out in a Singlet // Gymshark One Piece Review,2017-09-03
11,4042,301.0,0.0005982093663911846,2017,8,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,178462,181602.24,HUGE Fabletics Gym Clothes Haul & Review Ft. Demi Lovato Line,2017-08-30
9,3910,284.0,0.0005776859504132231,2017,8,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,181858,197859.87,Aerie (By American Eagle) Activewear Try On Review,2017-08-26
8,2422,288.0,0.00037327823691460057,2017,8,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,62843,77112.77,SweetFlexx Review // Leggings that Tone your legs??,2017-08-17
8,3776,486.0,0.0005870523415977962,2017,8,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,358608,258549.72,Saski Collection by Tammy Hembrow Review // Sheer Leggings??,2017-08-13
8,2793,299.0,0.0004258953168044077,2017,8,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,112702,94745.78,"P'Tula Activewear Try On, In-Depth Review",2017-08-09
13,8863,617.0,0.0013057851239669422,2017,8,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,375655,448946.5,Cheap Walmart Activewear Haul and Review // Hit or Miss?,2017-08-05
12,2984,303.0,0.0004527548209366391,2017,7,31,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,99147,131239.57,"July Fitness Favorites // TJMaxx, Onzie, Yogalicious, Toned By Ashy Bines",2017-07-31
5,4180,693.0,0.0006712121212121212,2017,7,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,63536,108371.55,Reacting to Mean Comments *FUNNY* // HopeScope,2017-07-16
9,4758,363.0,0.0007053719008264463,2017,7,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,194120,202341.82,"Old Navy Activewear // In-Depth Review, Try On",2017-07-12
11,5267,415.0,0.0007826446280991736,2017,7,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,204394,208266.41,"Instagram Made Me Buy It FITNESS Edition // Senita, Bombshell, RedOlive, Relentless, and more",2017-07-08
11,3827,370.0,0.000578099173553719,2017,6,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,199608,196676.06,Buff Bunny Collection Summer Review + Drama + How it Holds Up,2017-06-28
11,3375,249.0,0.0004991735537190083,2017,6,25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,163892,148928.7,Best Fitness Subscription Box??? Fabletics? Yoga Club? Wantable? Ellie? Compared,2017-06-25
9,8808,491.0,0.001280853994490358,2017,6,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,488653,474500.63,Husband Buys My Swimsuits // Huge RoseWholesale Haul,2017-06-14
6,3034,379.0,0.00047011019283746554,2017,6,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142546,119416.84,"2 FREE LEGGINGS??  Is PopFit Legit? In Depth Review, Try On",2017-06-09
9,15170,534.0,0.002163085399449036,2017,5,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,782102,844792.26,Affordable Amazon Leggings,2017-05-25
7,1939,177.0,0.00029146005509641875,2017,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86846,81364.71,"Activewear Haul & Try On // Fabletics, May Ellie Unboxing, GymShark",2017-05-19
10,5758,404.0,0.0008487603305785124,2017,5,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,322656,287806.63,Victoria's Secret Activewear VS Lululemon // Try On In Depth Review,2017-05-14
7,4700,279.0,0.0006858126721763086,2017,5,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,249586,198657.54,Cheap and Trendy Swimsuits // Try On Review // Spring 2017 // Zaful,2017-05-10
6,2141,249.0,0.00032920110192837464,2017,5,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,79286,88571.83,Nikki Blackketter X GymShark Try On & In Depth Review,2017-05-04
8,2091,242.0,0.00032134986225895316,2017,4,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,49476,89035.99,Healthy Grocery Staples // Making Healthy Eating Suck Less Epi. 2,2017-04-30
9,2846,257.0,0.0004274104683195592,2017,4,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,153664,101075.42,Better Than the Flex Leggings?? GymShark Vs NUX Activewear,2017-04-25
8,9260,489.0,0.0013428374655647384,2017,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502410,492148.59,$3 EBAY Activewear Try On *Disaster*,2017-04-21
10,4174,253.0,0.0006097796143250689,2017,4,12,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,336439,285829.75,GymShark Leggings Vs Lululemon Leggings // In-depth Try On Review,2017-04-12
8,6042,0.0,0.0008322314049586777,2017,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,351184,307009.35,Cheap and Trendy Crop Tops and Sports Bras // Try on // Spring 2017,2017-04-03
2,1239,126.0,0.00018801652892561983,2017,3,30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,78981,83689.33,One Piece SwimSuit LookBook // Spring,2017-03-30
6,1728,154.0,0.000259228650137741,2017,3,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,51741,91390.85,Better Bodies Try on and In Depth Review (Squat Tested),2017-03-18
6,2016,220.0,0.00030798898071625347,2017,2,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,111371,99719.72,Buff Bunny Collection Try on and Review // New Arrivals!,2017-02-11
5,5581,417.0,0.0008261707988980716,2017,2,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,107977,151929.9,Meet Leo the Labradoodle,2017-02-08
10,2586,204.0,0.000384297520661157,2017,1,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,186047,105701.16,Lululemon vs Fabletics Haul and Review,2017-01-29
7,1651,148.0,0.0002477961432506887,2017,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58676,78872.64,Making Healthy Eating Suck Less : Episode 1 : FDOE,2017-01-13
13,1792,216.0,0.0002765840220385675,2016,12,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,88228,100221.98,Lululemon Vs Zella Haul and Review,2016-12-17
8,1946,196.0,0.0002950413223140496,2016,11,19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,94622,96311.94,Alo Yoga Try On and Review || HopeScope,2016-11-19
11,3483,453.0,0.0005421487603305786,2016,10,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,244339,202386.55,Lululemon vs Athleta Haul and Review,2016-10-22
13,2265,509.0,0.0003820936639118457,2016,8,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,111168,122256.64,Lake Powell Vlog,2016-08-20
